,0,1,2,3
247,"{'f': 'komodo-web-deploy', 'v': 'komodo-web-deploy-Komodo'}",Komodo,0.4807692307692308,224
248,"{'f': 'dbexplorer_pgsql', 'v': 'dbexplorer_pgsql-Komodo'}",Komodo,0.4807692307692308,3220
249,"{'f': 'trackchanges', 'v': 'trackchanges-Komodo'}",Komodo,1.9230769230769231,139
250,"{'f': 'Komodo-Sublime-Keybinds', 'v': 'Komodo-Sublime-Keybinds-Komodo'}",Komodo,0.4807692307692308,132
251,"{'f': 'Mel', 'v': 'Mel-Komodo'}",Komodo,0.9615384615384616,221
252,"{'f': 'docpad-plugin-scheduling', 'v': 'docpad-plugin-scheduling-Komodo'}",Komodo,0.9615384615384616,118
253,"{'f': 'komodo-color-schemes', 'v': 'komodo-color-schemes-Komodo'}",Komodo,0.9615384615384616,89
254,"{'f': 'dita', 'v': 'dita-Komodo'}",Komodo,0.4807692307692308,219
255,"{'f': 'Spacemodo-Skin', 'v': 'Spacemodo-Skin-Komodo'}",Komodo,0.9615384615384616,2090
256,"{'f': 'Packages', 'v': 'Packages-Komodo'}",Komodo,12.01923076923077,164
257,"{'f': 'documentation', 'v': 'documentation-Komodo'}",Komodo,13.942307692307693,1060
258,"{'f': 'Todo', 'v': 'Todo-Komodo'}",Komodo,1.4423076923076923,78
